"","id","class","new_classes","representative","Number_of_CDS","Number_of_exons","intron_in_UTR","overlaps"
"5530","maker_00168144_RA",6,"6","YES",5,5,"no","no"
"4762","maker_00176854_RA",1,"1","YES",4,4,"no","no"
"4237","maker_00175753_RE",1,"1","NO",5,6,"yes","no"
"4946","mikado.Super_Scaffold_1000004G235.1",6,"6","YES",1,1,"no","no"
"5775","maker_00168701_RA",6,"6","YES",1,1,"no","no"
"3794","maker_00174859_RA",6,"6","YES",5,5,"no","no"
"40","maker_00166070_RA",6,"6","YES",2,2,"no","no"
"3619","maker_00174572_RA",5,"5F","YES",1,1,"no","no"
"8577","maker_00174612_RC",3,"3","YES",3,3,"no","no"
"3996","maker_00175171_RA",6,"6","YES",3,3,"no","no"
"2434","maker_00172181_RA",6,"6","YES",3,3,"no","no"
"6297","maker_00170015_RG",3,"3","NO",3,5,"yes","no"
"7024","maker_00171648_RA",6,"6","YES",8,8,"no","no"
"2478","maker_00172315_RA",6,"6","YES",3,3,"no","no"
"2230","maker_00171610_RA",6,"6","YES",1,1,"no","no"
"2367","maker_00172024_RB",3,"3","NO",8,8,"no","no"
"583","maker_00167497_RA",6,"6","YES",1,1,"no","no"
"9784","maker_00176768_RA",6,"6","YES",3,3,"no","no"
"8035","maker_00173669_RA",3,"3","YES",11,17,"yes","yes"
"3024","maker_00173473_RE",3,"3","YES",10,10,"no","no"
"1681","maker_00170295_RA",6,"6","YES",4,4,"no","no"
"5929","maker_00169140_RA",6,"6","YES",1,1,"no","no"
"3511","maker_00174379_RA",3,"3","NO",20,20,"no","no"
"7683","mikado.Super_Scaffold_1000004G3310.1",6,"6","YES",1,1,"no","no"
"5287","maker_00167373_RA",6,"6","YES",1,1,"no","no"
"3536","maker_00174391_RG",3,"3","NO",3,3,"no","no"
"147","maker_00166356_RD",1,"1","NO",10,11,"yes","no"
"1286","maker_00169323_RA",6,"6","YES",4,4,"no","no"
"8696","maker_00174846_RA",2,"2C","YES",12,12,"no","no"
"5806","maker_00168784_RA",6,"6","YES",4,4,"no","no"
"114","maker_00166252_RA",6,"6","YES",3,3,"no","no"
"7100","maker_00171889_RA",6,"6","YES",3,3,"no","no"
"7992","mikado.Super_Scaffold_1000004G3908.1",5,"5F","YES",1,1,"no","no"
"9887","maker_00234918_RB",3,"3","YES",2,4,"yes","no"
"7340","maker_00172307_RC",1,"1","NO",6,7,"yes","no"
"9098","mikado.Super_Scaffold_1000004G5826.3",4,"4","NO",1,2,"yes","no"
"4328","maker_00175993_RA",5,"5A","YES",4,4,"no","yes"
"623","maker_00167582_RA",6,"6","YES",4,4,"no","no"
"7924","maker_00173505_RB",3,"3","NO",3,3,"no","no"
"6342","mikado.Super_Scaffold_1000004G1464.1",6,"6","YES",1,1,"no","no"
"6957","maker_00171517_RD",1,"1","NO",19,20,"yes","no"
"486","maker_00167234_RA",6,"6","YES",5,5,"no","no"
"7989","mikado.Super_Scaffold_1000004G3907.1",6,"6","YES",2,2,"no","no"
"5146","maker_00167043_RA",6,"6","YES",10,10,"no","no"
"3581","maker_00174496_RH",3,"3","NO",5,7,"yes","no"
"1928","maker_00170911_RA",4,"4","YES",3,3,"no","no"
"421","maker_00167011_RF",1,"1","NO",16,16,"no","no"
"6203","maker_00169803_RA",1,"1","YES",12,12,"no","no"
"9755","maker_00176708_RJ",1,"1","NO",21,22,"yes","no"
"6870","maker_00171315_RA",4,"4","YES",3,3,"no","no"
"8689","maker_00174832_RA",6,"6","YES",2,2,"no","no"
"8690","maker_00174836_RA",6,"6","YES",1,1,"no","no"
"5152","maker_00167061_RA",4,"4","YES",4,4,"no","no"
"9624","maker_00176508_RB",3,"3","YES",9,12,"yes","no"
"1757","maker_00170478_RD",3,"3","YES",2,2,"no","no"
"9288","maker_00175880_RB",4,"4","NO",2,3,"yes","no"
"7628","mikado.Super_Scaffold_1000004G3238.1",6,"6","YES",1,1,"no","no"
"348","maker_00166862_RA",6,"6","YES",2,2,"no","no"
"7144","maker_00171969_RA",6,"6","YES",4,4,"no","no"
"8558","maker_00174591_RA",4,"4","YES",4,4,"no","no"
"7107","maker_00171904_RE",1,"1","NO",11,14,"yes","no"
"5063","mikado.Super_Scaffold_1000004G505.1",6,"6","YES",1,1,"no","no"
"2048","maker_00171185_RA",1,"1","YES",3,3,"no","no"
"6349","maker_00170154_RA",6,"6","YES",2,2,"no","no"
"7534","maker_00172626_RH",5,"5C","NO",4,5,"yes","no"
"3034","maker_00173493_RA",3,"3","YES",3,7,"yes","no"
"9890","mikado.Super_Scaffold_1000006G53.1",5,"5C","YES",1,2,"yes","no"
"2561","maker_00172538_RA",6,"6","YES",2,2,"no","no"
"6561","maker_00170666_RA",1,"1","NO",5,6,"yes","no"
"1665","maker_00170255_RE",3,"3","YES",6,8,"yes","no"
"9558","mikado.Super_Scaffold_1000004G6521.1",5,"5F","YES",1,1,"no","no"
"75","maker_00166167_RA",4,"4","YES",1,1,"no","no"
"8484","mikado.Super_Scaffold_1000004G4830.9",3,"3","NO",7,9,"yes","no"
"820","maker_00168074_RA",4,"4","YES",1,1,"no","no"
"3275","maker_00173903_RD",3,"3","NO",1,6,"yes","no"
"1579","maker_00170007_RA",6,"6","YES",8,8,"no","no"
"4635","maker_00176582_RE",3,"3","NO",22,23,"yes","no"
"2522","maker_00172395_RB",3,"3","NO",6,7,"yes","no"
"2791","maker_00173048_RA",1,"1","YES",8,8,"no","no"
"9803","maker_00176814_RE",1,"1","NO",3,8,"yes","no"
"6301","maker_00170023_RA",4,"4","YES",3,3,"no","no"
"2921","maker_00173315_RA",6,"6","YES",1,1,"no","no"
"3485","maker_00174337_RB",1,"1","NO",3,4,"yes","no"
"478","maker_00167205_RA",6,"6","YES",2,2,"no","no"
"7421","maker_00172464_RH",3,"3","NO",18,20,"yes","no"
"8481","maker_00174449_RH",3,"3","NO",7,8,"yes","no"
"8791","maker_00175038_RE",3,"3","NO",10,10,"no","no"
"3005","maker_00173458_RA",3,"3","YES",5,5,"no","no"
"9033","maker_00175460_RA",4,"4","YES",2,2,"no","no"
"439","maker_00167053_RA",6,"6","YES",3,3,"no","no"
"8366","maker_00174324_RA",1,"1","YES",8,8,"no","no"
"1422","maker_00169635_RA",6,"6","YES",2,2,"no","no"
"5011","maker_00166533_RA",6,"6","YES",2,2,"no","no"
"5046","maker_00166657_RA",4,"4","YES",1,1,"no","no"
"3966","maker_00175104_RA",3,"3","YES",1,2,"yes","no"
"7966","maker_00173572_RC",1,"1","NO",9,14,"yes","no"
"4932","maker_00166359_RA",6,"6","YES",2,2,"no","no"
"2227","maker_00171605_RA",6,"6","YES",2,2,"no","no"
"2601","maker_00172634_RB",3,"3","NO",5,6,"yes","no"
"1006","maker_00168597_RA",6,"6","YES",1,1,"no","no"
"7472","maker_00172530_RA",1,"1","YES",9,9,"no","no"
"8027","maker_00173664_RF",3,"3","NO",16,16,"no","no"
"3132","maker_00173662_RA",5,"5A","YES",4,4,"no","yes"
"1465","maker_00169719_RA",6,"6","YES",4,4,"no","no"
"1438","maker_00169669_RA",4,"4","YES",3,3,"no","no"
"2995","maker_00173442_RD",4,"4","NO",4,4,"no","no"
"7063","maker_00171778_RA",6,"6","YES",2,2,"no","no"
"5370","maker_00167640_RA",6,"6","YES",3,3,"no","no"
"4455","maker_00176242_RF",3,"3","NO",4,6,"yes","no"
"229","maker_00166581_RA",6,"6","YES",1,1,"no","no"
"3135","maker_00173670_RA",3,"3","YES",3,3,"no","no"
"7664","maker_00172896_RA",6,"6","YES",1,1,"no","no"
"5181","maker_00167128_RA",6,"6","YES",2,2,"no","no"
"5125","maker_00166984_RA",6,"6","YES",1,1,"no","no"
"7497","maker_00172547_RD",1,"1","NO",10,13,"yes","no"
"7180","maker_00172034_RA",6,"6","YES",1,1,"no","no"
"8603","maker_00174661_RC",3,"3","NO",7,9,"yes","no"
"4363","mikado.Super_Scaffold_1000004G6235.2",5,"5C","YES",2,3,"yes","no"
"6784","maker_00171096_RA",6,"6","YES",5,5,"no","no"
"498","maker_00167284_RA",6,"6","YES",1,1,"no","no"
"1248","maker_00169227_RA",6,"6","YES",6,6,"no","no"
"5321","mikado.Super_Scaffold_1000004G729.1",6,"6","YES",1,1,"no","no"
"6238","maker_00169889_RA",6,"6","YES",4,4,"no","no"
"4730","maker_00176767_RA",6,"6","YES",2,2,"no","no"
"1572","maker_00169991_RF",3,"3","NO",13,14,"yes","no"
"8932","maker_00175307_RC",3,"3","NO",2,2,"no","no"
"3310","maker_00173952_RF",3,"3","NO",6,8,"yes","no"
"8165","maker_00173910_RE",5,"5C","NO",5,6,"yes","no"
"2729","maker_00172912_RA",5,"5C","YES",5,5,"no","no"
"8344","mikado.Super_Scaffold_1000004G4647.8",3,"3","NO",3,3,"no","no"
"2202","maker_00171532_RB",3,"3","NO",4,4,"no","no"
"6436","maker_00170322_RH",3,"3","NO",5,5,"no","no"
"6522","maker_00170580_RA",3,"3","YES",1,1,"no","no"
"6002","maker_00169280_RA",4,"4","YES",1,1,"no","no"
"9458","maker_00176187_RF",1,"1","NO",14,15,"yes","no"
"6434","maker_00170322_RF",3,"3","NO",5,5,"no","no"
"6045","maker_00169358_RA",3,"3","YES",6,6,"no","no"
"3604","maker_00174536_RD",1,"1","NO",14,14,"no","no"
"8174","maker_00173940_RA",6,"6","YES",2,2,"no","no"
"9973","maker_00235175_RA",6,"6","YES",3,3,"no","no"
"1088","maker_00168833_RA",4,"4","YES",1,1,"no","no"
"4016","maker_00175254_RA",6,"6","YES",3,3,"no","no"
"7595","maker_00172767_RA",6,"6","YES",1,1,"no","no"
"4895","maker_00166244_RA",4,"4","YES",1,1,"no","no"
"530","maker_00167368_RA",6,"6","YES",3,3,"no","no"
"1412","maker_00169620_RA",6,"6","YES",5,5,"no","no"
"9987","maker_00235199_RA",6,"6","YES",2,2,"no","no"
"5850","maker_00168893_RA",4,"4","YES",2,2,"no","no"
"521","maker_00167340_RA",4,"4","YES",5,5,"no","no"
"4340","mikado.Super_Scaffold_1000004G6197.6",3,"3","NO",8,8,"no","no"
"1735","maker_00170439_RE",3,"3","NO",1,3,"yes","no"
"252","maker_00166627_RA",6,"6","YES",3,3,"no","no"
"232","maker_00166589_RA",6,"6","YES",1,1,"no","no"
"6390","maker_00170239_RA",5,"5A","YES",4,4,"no","yes"
"126","maker_00166281_RA",6,"6","YES",1,1,"no","no"
"9569","mikado.Super_Scaffold_1000004G6527.1",6,"6","YES",1,1,"no","no"
"4245","maker_00175767_RA",6,"6","YES",2,2,"no","no"
"9041","mikado.Super_Scaffold_1000004G5764.1",6,"6","YES",1,1,"no","no"
"6035","maker_00169338_RA",6,"6","YES",2,2,"no","no"
"638","maker_00167633_RA",6,"6","YES",2,2,"no","no"
"2241","maker_00171635_RA",5,"5A","YES",3,3,"no","yes"
"8345","maker_00174281_RI",3,"3","NO",3,4,"yes","no"
"5023","mikado.Super_Scaffold_1000004G453.1",6,"6","YES",1,2,"yes","no"
"2047","maker_00171180_RA",6,"6","YES",6,6,"no","no"
"5800","maker_00168771_RA",6,"6","YES",2,2,"no","no"
"1750","maker_00170470_RA",6,"6","YES",4,4,"no","no"
"298","maker_00166739_RA",6,"6","YES",2,2,"no","no"
"6634","maker_00170770_RB",1,"1","NO",6,6,"no","no"
"4316","maker_00175948_RA",6,"6","YES",4,4,"no","no"
"5290","maker_00167384_RA",6,"6","YES",5,5,"no","no"
"4332","mikado.Super_Scaffold_1000004G6192.5",5,"5C","NO",4,4,"no","no"
"7562","maker_00172662_RA",6,"6","YES",3,3,"no","no"
"9329","mikado.Super_Scaffold_1000004G6162.1",5,"5F","YES",1,1,"no","no"
"5486","maker_00167981_RA",6,"6","YES",6,6,"no","no"
"8686","mikado.Super_Scaffold_1000004G5277.1",5,"5F","YES",1,1,"no","no"
"842","maker_00168120_RA",6,"6","YES",6,6,"no","no"
"9224","mikado.Super_Scaffold_1000004G6024.5",5,"5C","YES",1,2,"yes","no"
"418","maker_00167011_RC",1,"1","NO",15,16,"yes","no"
"9048","maker_00175478_RD",1,"1","YES",8,9,"yes","no"
"9010","maker_00175437_RA",6,"6","YES",5,5,"no","no"
"3806","maker_00174873_RC",5,"5C","NO",7,10,"yes","no"
"1056","maker_00168737_RC",3,"3","NO",2,5,"yes","no"
"3032","maker_00173484_RA",3,"3","YES",2,2,"no","no"
"3480","maker_00174333_RG",1,"1","NO",7,7,"no","no"
"3518","maker_00174379_RH",3,"3","NO",19,20,"yes","no"
"1902","maker_00170845_RA",6,"6","YES",4,4,"no","no"
"6244","maker_00169903_RA",1,"1","YES",6,6,"no","no"
"4769","maker_00176881_RA",6,"6","YES",5,5,"no","no"
"9472","maker_00176196_RH",5,"5C","NO",6,10,"yes","no"
"8969","mikado.Super_Scaffold_1000004G5696.2",3,"3","NO",7,7,"no","no"
"440","maker_00167059_RA",6,"6","YES",2,2,"no","no"
"8141","maker_00173871_RA",6,"6","YES",2,2,"no","no"
"7724","maker_00173036_RA",5,"5F","YES",1,1,"no","no"
"5674","maker_00168489_RA",6,"6","YES",8,8,"no","no"
"8515","mikado.Super_Scaffold_1000004G4886.1",5,"5F","YES",1,1,"no","no"
"6139","maker_00169585_RA",5,"5B","YES",1,1,"no","yes"
"221","maker_00166569_RA",6,"6","YES",2,2,"no","no"
"9592","maker_00176434_RH",1,"1","NO",17,18,"yes","no"
"8407","maker_00174364_RC",1,"1","NO",8,11,"yes","no"
"2442","maker_00172211_RB",1,"1","NO",2,2,"no","no"
"3297","maker_00173933_RC",3,"3","NO",4,6,"yes","no"
"613","maker_00167563_RA",6,"6","YES",1,1,"no","no"
"7763","mikado.Super_Scaffold_1000004G3451.3",3,"3","NO",1,2,"yes","no"
"9534","maker_00176327_RH",1,"1","NO",8,9,"yes","no"
"5433","maker_00167846_RA",6,"6","YES",1,1,"no","no"
"3150","maker_00173693_RA",3,"3","NO",2,3,"yes","no"
"7141","maker_00171955_RA",6,"6","YES",7,7,"no","no"
"6868","maker_00171311_RA",6,"6","YES",3,3,"no","no"
"2233","maker_00171618_RA",6,"6","YES",4,4,"no","no"
"2483","mikado.Super_Scaffold_1000004G2953.2",3,"3","NO",5,6,"yes","no"
"4493","maker_00176311_RA",6,"6","YES",1,1,"no","no"
"7426","maker_00172466_RD",3,"3","NO",1,2,"yes","no"
"3214","maker_00173778_RI",3,"3","NO",4,5,"yes","no"
"3925","maker_00175060_RE",1,"1","NO",13,13,"no","no"
"235","maker_00166595_RA",6,"6","YES",2,2,"no","no"
"3346","maker_00174031_RD",3,"3","NO",16,17,"yes","no"
"548","maker_00167404_RA",4,"4","YES",1,1,"no","no"
"2181","maker_00171501_RA",6,"6","YES",3,3,"no","no"
"9879","maker_00234902_RC",3,"3","NO",7,8,"yes","no"
"7387","maker_00172428_RA",6,"6","YES",2,2,"no","no"
"7746","mikado.Super_Scaffold_1000004G3428.1",6,"6","YES",1,1,"no","no"
"2339","maker_00171961_RA",3,"3","YES",1,1,"no","no"
"6411","mikado.Super_Scaffold_1000004G1613.1",6,"6","YES",1,1,"no","no"
"4933","maker_00166361_RA",4,"4","YES",8,8,"no","no"
"4373","maker_00176067_RH",3,"3","NO",6,7,"yes","no"
"7589","maker_00172742_RA",4,"4","YES",2,2,"no","no"
"3587","maker_00174518_RA",1,"1","YES",11,12,"yes","no"
"6090","maker_00169445_RA",6,"6","YES",3,3,"no","no"
"2621","maker_00172665_RA",6,"6","YES",5,5,"no","no"
"6397","mikado.Super_Scaffold_1000004G1576.1",6,"6","YES",1,1,"no","no"
"361","maker_00166890_RA",6,"6","YES",1,1,"no","no"
"6926","maker_00171474_RA",6,"6","YES",3,3,"no","no"
"6050","maker_00169373_RA",3,"3","YES",6,7,"yes","no"
"7163","maker_00172009_RF",3,"3","NO",15,16,"yes","no"
"6184","maker_00169751_RA",4,"4","YES",3,3,"no","no"
"2138","maker_00171403_RA",6,"6","YES",2,2,"no","no"
"9785","mikado.Super_Scaffold_1000004G6954.1",5,"5C","YES",3,3,"no","no"
"7787","mikado.Super_Scaffold_1000004G3514.1",6,"6","YES",1,1,"no","no"
"1734","maker_00170439_RC",3,"3","NO",1,3,"yes","no"
"4207","maker_00175691_RA",3,"3","YES",2,2,"no","no"
"8843","maker_00175126_RB",5,"5C","NO",4,5,"yes","no"
"727","maker_00167830_RA",4,"4","YES",1,1,"no","no"
"1202","maker_00169103_RA",6,"6","YES",1,1,"no","no"
"1574","maker_00169997_RA",6,"6","YES",3,3,"no","no"
"9763","maker_00176732_RA",6,"6","YES",1,1,"no","no"
"2608","maker_00172637_RA",4,"4","YES",6,6,"no","no"
"1256","maker_00169248_RA",6,"6","YES",4,4,"no","no"
"1307","maker_00169387_RB",1,"1","NO",5,5,"no","no"
"6302","maker_00170024_RA",6,"6","YES",4,4,"no","no"
"8667","maker_00174790_RA",5,"5C","YES",2,2,"no","no"
"4838","maker_00166097_RA",6,"6","YES",3,3,"no","no"
"7650","maker_00172859_RC",1,"1","NO",5,7,"yes","no"
"202","maker_00166528_RA",6,"6","YES",4,4,"no","no"
"1595","mikado.Super_Scaffold_1000004G1405.1",6,"6","YES",1,2,"yes","no"
"2494","maker_00172348_RA",3,"3","NO",7,8,"yes","no"
"7394","maker_00172450_RA",6,"6","YES",2,2,"no","no"
"1592","maker_00170045_RA",6,"6","YES",7,7,"no","no"
"7834","mikado.Super_Scaffold_1000004G3621.1",6,"6","YES",1,1,"no","no"
"3771","maker_00174819_RA",5,"5A","YES",2,2,"no","yes"
"6426","maker_00170312_RA",4,"4","YES",6,6,"no","no"
"3408","maker_00174224_RC",2,"2C","YES",1,3,"yes","no"
"53","maker_00166102_RA",6,"6","YES",2,2,"no","no"
"4857","maker_00166141_RA",6,"6","YES",1,1,"no","no"
"2628","maker_00172698_RA",6,"6","YES",2,2,"no","no"
"1975","maker_00171003_RA",5,"5C","YES",2,2,"no","no"
"4234","maker_00175753_RB",1,"1","NO",5,6,"yes","no"
"5054","maker_00166691_RA",6,"6","YES",2,2,"no","no"
"7921","maker_00173498_RA",3,"3","YES",1,1,"no","no"
"7031","maker_00171669_RA",6,"6","YES",4,4,"no","no"
"5126","maker_00166986_RA",6,"6","YES",3,3,"no","no"
"3133","maker_00173665_RA",5,"5A","YES",5,5,"no","yes"
"5211","maker_00167196_RA",6,"6","YES",11,11,"no","no"
"242","maker_00166609_RA",6,"6","YES",1,1,"no","no"
"3285","maker_00173911_RA",5,"5C","YES",3,3,"no","no"
"1387","maker_00169572_RA",6,"6","YES",2,2,"no","no"
"2788","maker_00173035_RC",3,"3","NO",8,9,"yes","no"
"2325","mikado.Super_Scaffold_1000004G2691.2",5,"5C","YES",2,2,"no","no"
"8907","maker_00175253_RA",6,"6","YES",4,4,"no","no"
"1654","maker_00170240_RA",1,"1","NO",3,5,"yes","no"
"4022","maker_00175274_RA",6,"6","YES",2,2,"no","no"
"9674","maker_00176589_RB",3,"3","NO",9,9,"no","no"
"7967","maker_00173572_RD",1,"1","NO",11,13,"yes","no"
"7057","mikado.Super_Scaffold_1000004G2575.1",6,"6","YES",1,1,"no","no"
"5531","maker_00168150_RA",6,"6","YES",3,3,"no","no"
"4984","mikado.Super_Scaffold_1000004G408.1",6,"6","YES",1,1,"no","no"
"9236","mikado.Super_Scaffold_1000004G6055.1",6,"6","YES",1,1,"no","no"
"7072","maker_00171819_RA",6,"6","YES",2,2,"no","no"
"2313","maker_00171873_RI",1,"1","NO",12,12,"no","no"
"143","maker_00166353_RA",6,"6","YES",4,4,"no","no"
"7077","maker_00171827_RA",6,"6","YES",1,1,"no","no"
"8166","maker_00173910_RF",5,"5C","NO",5,5,"no","no"
"8729","mikado.Super_Scaffold_1000004G5353.1",6,"6","YES",1,1,"no","no"
"2607","maker_00172634_RH",3,"3","NO",5,6,"yes","no"
"5250","maker_00167286_RA",4,"4","YES",1,1,"no","no"
"9543","maker_00176332_RD",3,"3","YES",9,10,"yes","no"
"5939","maker_00169160_RA",6,"6","YES",2,2,"no","no"
"5086","maker_00166864_RA",6,"6","YES",1,1,"no","no"
"111","maker_00166246_RA",6,"6","YES",2,2,"no","no"
"3440","maker_00174276_RA",6,"6","YES",1,1,"no","no"
"392","maker_00166954_RA",6,"6","YES",12,12,"no","no"
"9013","maker_00175445_RA",6,"6","YES",3,3,"no","no"
"2816","maker_00173095_RA",6,"6","YES",2,2,"no","no"
"6934","maker_00171481_RA",6,"6","YES",1,1,"no","no"
"4942","mikado.Super_Scaffold_1000004G213.1",6,"6","YES",1,1,"no","no"
"6071","maker_00169411_RA",3,"3","YES",7,7,"no","no"
"8574","mikado.Super_Scaffold_1000004G5052.1",6,"6","YES",1,2,"yes","no"
"3542","mikado.Super_Scaffold_1000004G4800.1",5,"5C","YES",1,2,"yes","no"
"6474","maker_00170434_RA",6,"6","YES",2,2,"no","no"
"2511","maker_00172373_RC",3,"3","NO",6,6,"no","no"
"1983","maker_00171016_RA",6,"6","YES",4,4,"no","no"
"1876","maker_00170800_RA",6,"6","YES",1,1,"no","no"
"7993","maker_00173623_RA",5,"5F","YES",1,1,"no","no"
"948","maker_00168360_RA",4,"4","YES",1,1,"no","no"
"3385","maker_00174157_RA",6,"6","YES",3,3,"no","no"
"9203","mikado.Super_Scaffold_1000004G6001.1",6,"6","YES",1,1,"no","no"
"1391","maker_00169580_RA",6,"6","YES",4,4,"no","no"
"782","maker_00167995_RA",6,"6","YES",4,4,"no","no"
"6088","maker_00169440_RA",4,"4","YES",2,2,"no","no"
"9687","maker_00176611_RC",1,"1","NO",8,9,"yes","no"
"6691","maker_00170888_RD",3,"3","NO",18,18,"no","no"
"1874","maker_00170789_RA",6,"6","YES",1,1,"no","no"
"7142","mikado.Super_Scaffold_1000004G2711.1",6,"6","YES",1,1,"no","no"
"1201","maker_00169101_RA",4,"4","YES",4,4,"no","no"
"1374","maker_00169547_RA",4,"4","YES",3,3,"no","no"
"4167","maker_00175620_RA",6,"6","YES",1,1,"no","no"
"9347","maker_00175983_RC",3,"3","NO",3,4,"yes","no"
"4609","maker_00176533_RA",3,"3","YES",6,6,"no","no"
"6663","maker_00170828_RA",5,"5C","YES",3,3,"no","no"
"4014","maker_00175245_RA",6,"6","YES",2,2,"no","no"
"4160","maker_00175604_RD",3,"3","NO",5,6,"yes","no"
"2246","maker_00171645_RA",5,"5C","YES",4,4,"no","no"
"195","maker_00166512_RA",6,"6","YES",6,6,"no","no"
"2195","maker_00171518_RJ",2,"2C","NO",4,4,"no","no"
"1027","maker_00168667_RA",6,"6","YES",2,2,"no","no"
"5950","maker_00169189_RA",6,"6","YES",2,2,"no","no"
"7976","maker_00173583_RA",3,"3","YES",13,15,"yes","no"
"6476","maker_00170440_RA",4,"4","YES",4,4,"no","no"
"1019","maker_00168641_RA",6,"6","YES",3,3,"no","no"
"3196","maker_00173748_RA",6,"6","YES",1,1,"no","no"
"6826","maker_00171195_RA",6,"6","YES",2,2,"no","no"
"4286","maker_00175869_RA",6,"6","YES",2,2,"no","no"
"2792","maker_00173048_RB",1,"1","NO",5,5,"no","no"
"2151","maker_00171414_RF",3,"3","NO",4,4,"no","yes"
"22","maker_00166026_RA",4,"4","YES",3,3,"no","no"
"5392","maker_00167706_RA",4,"4","YES",4,4,"no","no"
"1358","maker_00169521_RA",6,"6","YES",2,2,"no","no"
"5828","maker_00168837_RA",6,"6","YES",2,2,"no","no"
"3288","maker_00173913_RH",3,"3","NO",4,4,"no","no"
"1853","maker_00170731_RG",1,"1","NO",11,12,"yes","no"
"1900","maker_00170840_RA",6,"6","YES",1,1,"no","no"
"2896","maker_00173266_RA",6,"6","YES",3,3,"no","no"
"9474","mikado.Super_Scaffold_1000004G6365.1",5,"5F","YES",1,1,"no","no"
"479","maker_00167211_RA",6,"6","YES",5,5,"no","no"
"6277","maker_00169998_RB",3,"3","NO",6,6,"no","no"
"4391","maker_00176094_RI",1,"1","NO",39,39,"no","no"
"5055","mikado.Super_Scaffold_1000004G493.1",6,"6","YES",1,1,"no","no"
"4584","maker_00176504_RF",3,"3","NO",17,18,"yes","no"
"4501","maker_00176331_RA",5,"5A","YES",3,3,"no","yes"
"671","maker_00167723_RA",6,"6","YES",6,6,"no","no"
"9814","mikado.Super_Scaffold_1000004G7051.1",5,"5C","YES",2,2,"no","no"
"5768","maker_00168676_RA",6,"6","YES",2,2,"no","no"
"1107","maker_00168870_RA",6,"6","YES",3,3,"no","no"
"9633","maker_00176516_RA",4,"4","YES",4,4,"no","no"
"5108","maker_00166948_RB",5,"5C","NO",5,5,"no","no"
"1950","maker_00170966_RA",6,"6","YES",1,1,"no","no"
"2394","maker_00172080_RD",1,"1","NO",13,14,"yes","no"
"4862","maker_00166152_RA",6,"6","YES",3,3,"no","no"
"4512","maker_00176366_RA",6,"6","YES",4,4,"no","no"
"1265","maker_00169269_RA",6,"6","YES",2,2,"no","no"
"4653","maker_00176614_RA",6,"6","YES",1,1,"no","no"
"5506","maker_00168058_RA",6,"6","YES",2,2,"no","no"
"7525","mikado.Super_Scaffold_1000004G3148.1",5,"5F","YES",1,1,"no","no"
"3273","maker_00173903_RB",3,"3","NO",1,5,"yes","no"
"3178","maker_00173712_RA",6,"6","YES",1,1,"no","no"
"1670","maker_00170276_RA",6,"6","YES",3,3,"no","no"
"4626","maker_00176573_RA",3,"3","NO",5,5,"no","no"
"1520","maker_00169869_RA",6,"6","YES",3,3,"no","no"
"6313","maker_00170062_RA",6,"6","YES",3,3,"no","no"
"8487","mikado.Super_Scaffold_1000004G4836.1",5,"5F","YES",1,1,"no","no"
"2865","maker_00173221_RA",3,"3","YES",2,2,"no","no"
"9082","maker_00175513_RE",3,"3","NO",4,4,"no","no"
"8935","maker_00175313_RA",6,"6","YES",3,3,"no","no"
"6672","maker_00170847_RD",1,"1","NO",3,3,"no","no"
"3466","maker_00174316_RA",5,"5A","YES",2,2,"no","yes"
"6947","maker_00171513_RB",1,"1","NO",6,8,"yes","no"
"7284","maker_00172224_RC",2,"2C","NO",3,4,"yes","no"
"7597","maker_00172771_RA",3,"3","YES",7,7,"no","no"
"1253","maker_00169240_RA",6,"6","YES",6,6,"no","no"
"2001","maker_00171066_RA",6,"6","YES",2,2,"no","no"
"8127","maker_00173833_RA",3,"3","YES",2,2,"no","no"
"5629","maker_00168400_RA",6,"6","YES",3,3,"no","no"
"7405","maker_00172460_RB",1,"1","YES",14,14,"no","no"
"2283","maker_00171801_RA",6,"6","YES",2,2,"no","no"
"7329","mikado.Super_Scaffold_1000004G2927.1",5,"5F","YES",1,1,"no","no"
"8857","maker_00175151_RB",3,"3","NO",1,4,"yes","no"
"6897","maker_00171376_RA",3,"3","YES",2,2,"no","no"
"3873","maker_00175007_RA",4,"4","YES",4,4,"no","no"
"3314","maker_00173952_RJ",3,"3","NO",6,7,"yes","no"
